Date,Obs,Pred,Low,High,Dif,CumDif,CumDifLow,CumDifHig
2022-04-01,132.81768617446866,166.92926351181399,152.38669074048812,181.47183628313985,-34.111577337345324,-494.6787646822229,-556.8386424297889,-437.59899432203946
2022-05-01,131.57881152690268,161.7089704104268,147.16639763910092,176.25154318175265,-30.130158883524103,-524.808923565747,-588.0285404442413,-467.5843175435293
2022-06-01,129.97859844046332,165.15836354183662,150.61579077051076,179.7009363131625,-35.179765101373306,-559.9886886671203,-625.6418027486698,-502.5831137416945
2022-07-01,126.9846513755122,165.88530414463816,151.3427313733123,180.42787691596402,-38.900652769125955,-598.8893414362462,-667.1676507827887,-541.2541023444469
2022-08-01,137.02469799849476,170.5896408223658,156.04706805103993,185.13221359369166,-33.564942823871036,-632.4542842601172,-701.6007766062147,-569.4279727048911
2022-09-01,131.91434007728515,169.61989572184658,155.0773229505207,184.16246849317244,-37.70555564456143,-670.1598399046786,-739.214844895038,-606.0529988178881
2022-10-01,138.00547376115117,176.01549196779615,161.4729191964703,190.55806473912202,-38.010018206644986,-708.1698581113236,-781.795448723736,-642.0426750266311
2022-11-01,138.03128364964212,175.46571836126606,160.9231455899402,190.00829113259192,-37.434434711623936,-745.6042928229475,-818.1613473817697,-675.8329659180305
2022-12-01,158.47271533448065,191.4156542199679,176.87308144864204,205.95822699129377,-32.94293888548725,-778.5472317084348,-852.592824096201,-706.981918116911
2023-01-01,149.38763458566353,177.79273314599655,163.25016037467068,192.33530591732242,-28.405098560333016,-806.9523302687678,-881.053227161947,-733.8350599811719
2023-02-01,138.93462974682564,162.5883109451877,148.04573817386182,177.13088371651355,-23.65368119836205,-830.6060114671299,-906.5129598298101,-759.3313417288257
2023-03-01,144.07079755652623,176.23879834321642,161.69622557189055,190.78137111454228,-32.168000786690186,-862.77401225382,-939.4288372251989,-788.4774164303034
2023-04-01,138.90881985833468,171.19391969479548,156.65134692346962,185.73649246612135,-32.2850998364608,-895.0591120902809,-975.034174687422,-818.6974846249083
2023-05-01,142.36734491612302,178.28088713649166,163.7383143651658,192.82345990781752,-35.91354222036864,-930.9726543106495,-1013.7159153880839,-854.7838033994177
2023-06-01,138.10871331511498,165.2464048222336,150.70383205090772,179.78897759355945,-27.137691507118603,-958.1103458177681,-1038.1242400618607,-881.0652242604531
2023-07-01,143.606219563689,183.2372868088309,168.69471403750504,197.77985958015677,-39.63106724514191,-997.74141306291,-1080.2666783559703,-920.3180345177686
2023-08-01,146.34206774373052,182.67689294121644,168.13432016989057,197.2194657125423,-36.33482519748591,-1034.076238260396,-1117.706855796211,-955.6736077069443
2023-09-01,135.88906290489265,172.765025475422,158.22245270409613,187.30759824674786,-36.87596257052934,-1070.9522008309252,-1158.1705191228566,-992.1251751943482
2023-10-01,144.92252387672784,182.53481433871525,167.99224156738939,197.07738711004112,-37.61229046198741,-1108.5644912929126,-1197.3592585719173,-1030.2201705775708
2023-11-01,147.86485116469703,175.03261487728156,160.4900421059557,189.57518764860743,-27.16776371258453,-1135.732255005497,-1222.3254033883572,-1055.4671464889489
2023-12-01,153.64626618667157,190.99566217381206,176.4530894024862,205.53823494513793,-37.3493959871405,-1173.0816509926376,-1262.4838015059797,-1087.9826162294107
2024-01-01,149.20696536622685,177.28259738613718,162.74002461481132,191.82517015746305,-28.07563201991033,-1201.1572830125479,-1290.1240213571134,-1116.1479440168464
2024-02-01,138.05709353813307,171.7459344332302,157.20336166190432,186.28850720455605,-33.688840895097115,-1234.846123907645,-1325.3550303657203,-1146.6237712401835
2024-03-01,143.91593822558048,176.64910561023208,162.10653283890622,191.19167838155795,-32.73316738465161,-1267.5792912922966,-1362.005381667046,-1181.8042403426705
2024-04-01,139.37339785117192,169.19390982974105,154.65133705841518,183.7364826010669,-29.82051197856913,-1297.3998032708657,-1392.2859460908423,-1210.1211719285013
2024-05-01,132.99835539390534,174.10600400557865,159.5634312342528,188.64857677690452,-41.10764861167331,-1338.507451882539,-1435.5760681072143,-1247.031703943367
2024-06-01,133.1015949478692,172.24647936625763,157.70390659493177,186.7890521375835,-39.14488441838844,-1377.6523363009276,-1478.3238470509507,-1285.8030241449649
2024-07-01,132.71444662050482,167.42236655722144,152.87979378589557,181.9649393285473,-34.70791993671662,-1412.360256237644,-1510.9535699517428,-1316.7619617555317
2024-08-01,136.7665991135852,176.13817335914163,161.59560058781577,190.6807461304675,-39.371574245556445,-1451.7318304832006,-1555.0675222720065,-1362.2085385581217
2024-09-01,133.97913115656175,169.1344478272751,154.59187505594923,183.67702059860096,-35.15531667071335,-1486.887147153914,-1588.1936112828396,-1393.827100877391
2024-10-01,139.7605461785363,165.57976194987586,151.03718917855,180.12233472120172,-25.81921577133957,-1512.7063629252534,-1614.6335580814607,-1417.835185129627
2024-11-01,133.3855037212697,160.53911161683826,145.9965388455124,175.08168438816412,-27.15360789556854,-1539.859970820822,-1643.5770742218972,-1444.0138692544404
