D_R,statefp,countyfp,tractce,blkgrpce,geoid,namelsad,mtfcc,funcstat,aland,awater,intptlat,intptlon,SqMile_BG,GeoIdN,logrecno,geoid_1,b02001_001,b02001_002,b02001_003,b02001_005,b02001_006,b02006_002,b03001_001,b03001_002,b03002_003,b03002_004,b03002_012,b03002_014,b03002_013,b01001_002,Male_un17,b01001_026,Fem_un17,Under17,PropMove,b99072_001,b99072_007,PerPoverty,b17017_002,b17017_001,PerFemHead,b11003_016,b11003_001,PerUnemplo,b23025_005,b23025_003,PerAssist,b22010_002,b22010_001,b16002_001,b16002_004,b16002_010,SpanSpeakP,AsianSpeak,WhitePerc,BlackPerc,HispPerc,AsianPerc
 ,48,113,009608,3,481130096083,Block Group 3,G5030,S,1018919,0,+32.9147677,-096.8510758,.393308753545,481130096083,13159,481130096083,1781,1344,114,1,0, , , ,945,114,714,0,399,945,187,836,227,414,.0968109339408,1756,1586,.0866574965612,63,727,.0568720379147,24,422,.0824931255729,90,1091,.0426409903714,31,727,727,59,0,0,0,.530600786075,.064008983717,.22403144301,0
 ,48,113,010602,1,481130106021,Block Group 1,G5030,S,2350781,93995,+32.7724876,-096.9160235,.943714876664,481130106021,13202,481130106021,1774,1424,1,2,0, , , ,223,1,1548,0,1201,845,351,929,307,658,.0390355912744,1742,1674,.230088495575,104,452,.188095238095,79,420,.11706629055,83,709,.223451327434,101,452,452,164,0,0,0,.125704622322,.000563697857948,.677001127396,0
 ,48,113,011200,3,481130112003,Block Group 3,G5030,S,757044,0,+32.6792041,-096.8103889,.292234391353,481130112003,13256,481130112003,1617,24,1593,0,0, , , ,21,1593,3,0,3,520,106,1097,281,387,.0408163265306,1617,1551,.245614035088,126,513,.197530864198,80,405,.283171521036,175,618,.345029239766,177,513,513,0,0,0,0,.012987012987,.985157699443,.00185528756957,0
 ,48,113,016704,1,481130167041,Block Group 1,G5030,S,1787535,0,+32.6151652,-096.7763829,.690034677928,481130167041,13891,481130167041,2004,779,1080,0,0, , , ,298,1069,637,11,481,915,310,1089,367,677,.135680994303,1931,1669,.118738404453,64,539,.0716049382716,29,405,.151716500554,137,903,.293135435993,158,539,539,34,0,0,0,.14870259481,.538922155689,.24001996008,0
 ,48,113,017602,2,481130176022,Block Group 2,G5030,S,2447657,0,+32.7722855,-096.6410428,.944827089322,481130176022,13962,481130176022,1860,1433,378,0,0, , , ,796,371,683,7,637,794,221,1066,321,542,.119370591427,1843,1623,.0984615384615,64,650,.12380952381,65,525,.0571776155718,47,822,.0907692307692,59,650,650,49,0,0,0,.427956989247,.203225806452,.34247311828,0
 ,48,113,018127,1,481130181271,Block Group 1,G5030,S,580358,0,+32.8543619,-096.6378677,.224022580154,481130181271,14062,481130181271,2363,948,268,18,0, , , ,560,268,1415,0,388,1111,381,1252,465,846,.108059432688,2221,1981,.161392405063,102,632,.254403131115,130,511,.129092609916,138,1069,.14082278481,89,632,632,118,10,0,0,.236986881083,.113415150233,.164198053322,0
 ,48,113,019032,3,481130190323,Block Group 3,G5030,S,583693,0,+32.9203107,-096.6965070,.225309295642,481130190323,14218,481130190323,2251,648,85,262,0, , , ,252,85,1613,0,396,1060,395,1191,455,850,.182141270546,2251,1841,.1592039801,96,603,.220077220077,114,518,.0377358490566,34,901,.257048092869,155,603,603,128,33,0,0,.111950244336,.0377609951133,.175921812528,0
 ,48,113,019033,3,481130190333,Block Group 3,G5030,S,653496,0,+32.9128143,-096.6963221,.25225353392,481130190333,14221,481130190333,1594,650,75,321,0, , , ,256,75,915,0,394,859,276,735,210,486,.215959468018,1579,1238,.23927765237,106,443,.12324929972,44,357,.103448275862,84,812,.270880361174,120,443,443,70,10,0,0,.160602258469,.0470514429109,.247176913425,0
 ,48,113,019202,3,481130192023,Block Group 3,G5030,S,679419,0,+32.9482259,-096.7495907,.262258860509,481130192023,14260,481130192023,1506,1186,156,8,0, , , ,965,156,368,0,221,693,219,813,211,430,.0567802271209,1497,1412,.111504424779,63,565,0,0,355,.169469598965,131,773,.0477876106195,27,565,565,0,0,0,0,.640770252324,.103585657371,.146746347942,0
 ,48,113,018001,3,481130180013,Block Group 3,G5030,S,512384,0,+32.8348496,-096.6535921,.197784482135,481130180013,14021,481130180013,1231,1137,0,38,0, , , ,380,0,813,0,757,584,165,647,290,455,.00731112916328,1231,1222,.048128342246,18,374,.119601328904,36,301,.191330343797,128,669,.243315508021,91,374,374,0,13,0,0,.308692120227,0,.6149471974,0
 ,48,113,018001,4,481130180014,Block Group 4,G5030,S,523233,0,+32.8288694,-096.6486153,.201974797855,481130180014,14022,481130180014,908,208,242,0,0, , , ,191,242,78,0,17,478,168,430,67,235,.253052164262,901,673,.278911564626,82,294,.586734693878,115,196,.186781609195,65,348,.15306122449,45,294,294,16,0,0,0,.210352422907,.266519823789,.0187224669604,0
 ,48,113,001202,1,481130012021,Block Group 1,G5030,S,2624216,0,+32.7993354,-096.7343818,1.01297628733,481130012021,12748,481130012021,2338,1316,694,19,0, , , ,657,612,1050,82,659,1164,302,1174,161,463,.314324202964,2227,1527,.22981878089,279,1214,.194915254237,92,472,.0339961513791,53,1559,.126029654036,153,1214,1214,84,0,0,0,.281009409752,.296834901625,.281864841745,0
 ,48,113,001202,2,481130012022,Block Group 2,G5030,S,415844,0,+32.8059963,-096.7405777,.160520402555,481130012022,12749,481130012022,800,770,0,0,0, , , ,716,0,54,0,54,397,104,403,101,205,.0719794344473,778,722,.0225352112676,8,355,.0316742081448,7,221,0,0,519,0,0,355,355,0,0,0,0,.895,0,.0675,0
 ,48,113,001202,3,481130012023,Block Group 3,G5030,S,168489,0,+32.8074842,-096.7367571,.0650385959466,481130012023,12750,481130012023,330,234,34,0,0, , , ,176,34,92,0,58,181,63,149,34,97,.230303030303,330,254,.479768786127,83,173,.420454545455,37,88,.153846153846,28,182,0,0,173,173,0,0,0,0,.533333333333,.10303030303,.175757575758,0
 ,48,113,001203,1,481130012031,Block Group 1,G5030,S,278913,0,+32.8031314,-096.7430431,.107663483239,481130012031,12751,481130012031,655,612,10,27,0, , , ,422,10,196,0,190,361,95,294,47,142,.012213740458,655,647,.102941176471,28,272,.111111111111,19,171,.143564356436,58,404,0,0,272,272,0,0,0,0,.64427480916,.0152671755725,.290076335878,0
 ,48,113,001203,2,481130012032,Block Group 2,G5030,S,200471,0,+32.8019186,-096.7455192,.0773841166391,481130012032,12752,481130012032,944,903,14,0,0, , , ,81,14,849,0,822,453,78,491,116,194,.0677419354839,930,867,.225563909774,60,266,.0809248554913,14,173,0,0,550,.0676691729323,18,266,266,38,0,0,0,.0858050847458,.0148305084746,.870762711864,0
 ,48,113,001301,2,481130013012,Block Group 2,G5030,S,369081,0,+32.8093061,-096.7490265,.142469404366,481130013012,12756,481130013012,1127,933,60,48,0, , , ,690,60,243,0,243,633,166,494,124,290,.492279745686,1101,559,.122591943958,70,571,0,0,246,0,0,662,.0367775831874,21,571,571,0,0,0,0,.612244897959,.0532386867791,.215616681455,0
 ,48,113,001301,1,481130013011,Block Group 1,G5030,S,417550,0,+32.8038806,-096.7525685,.161178532394,481130013011,12755,481130013011,748,693,32,0,0, , , ,671,32,45,0,22,336,73,412,0,73,.399449035813,726,436,.2,86,430,0,0,90,0,0,219,.209302325581,90,430,430,0,0,0,0,.897058823529,.0427807486631,.0294117647059,0
 ,48,113,001302,1,481130013021,Block Group 1,G5030,S,161550,0,+32.8006216,-096.7593992,.0623605216158,481130013021,12758,481130013021,889,703,129,0,0, , , ,119,129,641,0,584,584,181,305,72,253,.247410817031,869,654,.136476426799,55,403,0,0,139,.112244897959,44,392,.138957816377,56,403,403,69,0,0,0,.133858267717,.145106861642,.656917885264,0
 ,48,113,001502,2,481130015022,Block Group 2,G5030,S,476980,0,+32.7918330,-096.7711975,.184119455414,481130015022,12766,481130015022,400,220,117,9,0, , , ,138,117,136,0,82,252,15,148,18,33,.1825,400,327,.316091954023,55,174,.263888888889,19,72,.174342105263,53,304,.114942528736,20,174,174,18,0,0,0,.345,.2925,.205,0
 ,48,113,001502,3,481130015023,Block Group 3,G5030,S,160331,0,+32.7944632,-096.7668568,.0618899334249,481130015023,12767,481130015023,787,659,120,0,0, , , ,73,100,614,20,586,395,125,392,98,223,.217280813215,787,616,.217391304348,60,276,0,0,172,0,0,383,.260869565217,72,276,276,18,0,0,0,.0927573062262,.152477763659,.74459974587,0
 ,48,113,001600,1,481130016001,Block Group 1,G5030,S,613667,0,+32.7946955,-096.7883796,.236882394044,481130016001,12776,481130016001,2163,1639,189,172,0, , , ,1452,189,269,0,187,1216,29,947,46,75,.263985205733,2163,1592,.0606060606061,80,1320,.0248868778281,11,442,.0326086956522,54,1656,.0265151515152,35,1320,1320,0,34,0,0,.671289875173,.0873786407767,.0864539990754,0
 ,48,113,002000,2,481130020002,Block Group 2,G5030,S,603859,0,+32.7607426,-096.8128174,.233097837708,481130020002,12789,481130020002,652,345,229,19,0, , , ,188,229,216,0,157,381,69,271,24,93,.0920245398773,652,592,.197590361446,82,415,.616883116883,95,154,0,0,327,.310843373494,129,415,415,46,19,0,0,.288343558282,.351226993865,.240797546012,0
 ,48,113,002000,3,481130020003,Block Group 3,G5030,S,300374,0,+32.7535482,-096.8119249,.11594862317,481130020003,12790,481130020003,382,226,0,0,0, , , ,0,0,382,0,226,196,64,186,80,144,.133507853403,382,331,.206349206349,26,126,.175675675676,13,74,0,0,135,.206349206349,26,126,126,78,0,1,0,0,0,.591623036649,0
 ,48,113,000800,2,481130008002,Block Group 2,G5030,S,533135,0,+32.8101801,-096.7890106,.205796227212,481130008002,12730,481130008002,1420,1236,32,50,0, , , ,700,32,629,0,536,819,35,601,51,86,.529577464789,1420,668,.0591630591631,41,693,.142857142857,20,140,.0169322709163,17,1004,.0620490620491,43,693,693,17,0,0,0,.492957746479,.0225352112676,.377464788732,0
 ,48,113,000800,5,481130008005,Block Group 5,G5030,S,204930,0,+32.8056032,-096.7799187,.079105274128,481130008005,12733,481130008005,1025,467,271,0,0, , , ,11,271,743,0,456,620,78,405,243,321,.226341463415,1025,793,.23677581864,94,397,.25730994152,44,171,.0950639853748,52,547,.314861460957,125,397,397,178,0,0,0,.0107317073171,.264390243902,.44487804878,0
 ,48,113,000900,1,481130009001,Block Group 1,G5030,S,378279,0,+32.8172846,-096.7852125,.14601951798,481130009001,12734,481130009001,508,459,49,0,0, , , ,438,49,21,0,21,243,0,265,0,0,.375984251969,508,317,.116883116883,45,385,0,0,49,.0401891252955,17,423,.0467532467532,18,385,385,0,0,0,0,.862204724409,.0964566929134,.0413385826772,0
 ,48,113,000900,3,481130009003,Block Group 3,G5030,S,207983,0,+32.8113282,-096.7763260,.0802835736206,481130009003,12736,481130009003,916,624,0,0,0, , , ,140,0,776,0,484,494,201,422,69,270,.390829694323,916,558,.36523929471,145,397,.511494252874,89,174,.0963114754098,47,488,.27959697733,111,397,397,178,0,0,0,.152838427948,0,.528384279476,0
 ,48,113,008400,3,481130084003,Block Group 3,G5030,S,710287,0,+32.7711032,-096.7153402,.274179652231,481130084003,13067,481130084003,1218,1100,0,0,0, , , ,263,0,955,0,837,725,143,493,87,230,.0131362889984,1218,1202,.03426124197,16,467,.127659574468,42,329,.09375,57,608,.0599571734475,28,467,467,61,0,0,0,.215927750411,0,.687192118227,0
 ,48,113,008705,1,481130087051,Block Group 1,G5030,S,836472,0,+32.6876052,-096.7753228,.322894440792,481130087051,13090,481130087051,551,231,287,0,0, , , ,5,287,259,0,226,233,38,318,37,75,.043557168784,551,527,.168269230769,35,208,.225563909774,30,133,.0793650793651,20,252,.221153846154,46,208,208,36,0,0,0,.00907441016334,.520871143376,.410163339383,0
 ,48,113,000900,4,481130009004,Block Group 4,G5030,S,213128,0,+32.8095831,-096.7782150,.0822694675026,481130009004,12737,481130009004,1482,1224,72,0,0, , , ,218,72,1176,0,1006,706,90,776,255,345,.568825910931,1482,639,.693023255814,447,645,.180769230769,47,260,.177871148459,127,714,.344186046512,222,645,645,275,0,0,0,.14709851552,.0485829959514,.678812415655,0
 ,48,113,001001,1,481130010011,Block Group 1,G5030,S,377191,0,+32.8204675,-096.7737893,.14559911881,481130010011,12738,481130010011,1130,1077,12,0,0, , , ,849,12,241,0,228,625,51,505,87,138,.264150943396,1113,819,.0972972972973,54,555,.0240384615385,5,208,.0147928994083,10,676,.0720720720721,40,555,555,39,0,0,0,.751327433628,.0106194690265,.201769911504,0
 ,48,113,001101,1,481130011011,Block Group 1,G5030,S,204868,0,+32.8109352,-096.7685248,.0790819183993,481130011011,12742,481130011011,584,426,3,0,0, , , ,253,3,309,0,173,341,23,243,55,78,.301369863014,584,408,.12539184953,40,319,.075,9,120,.00461893764434,2,433,0,0,319,319,19,0,0,0,.433219178082,.00513698630137,.296232876712,0
 ,48,113,001102,3,481130011023,Block Group 3,G5030,S,366759,0,+32.8150208,-096.7577372,.141572514393,481130011023,12747,481130011023,1080,1012,0,0,0, , , ,932,0,139,0,80,462,42,618,105,147,.0935185185185,1080,979,0,0,588,.0365853658537,9,246,.036523929471,29,794,.0204081632653,12,588,588,0,0,0,0,.862962962963,0,.0740740740741,0
 ,48,113,007902,1,481130079021,Block Group 1,G5030,S,690521,0,+32.8504780,-096.7357733,.266547406285,481130079021,13028,481130079021,1407,1087,265,12,0, , , ,954,265,133,0,133,551,114,856,66,180,.0849816849817,1365,1249,0,0,713,0,0,248,.0970350404313,72,742,0,0,713,713,49,0,0,0,.678038379531,.188343994314,.0945273631841,0
 ,48,113,000500,4,481130005004,Block Group 4,G5030,S,179239,0,+32.8098164,-096.8120452,.0691876789337,481130005004,12709,481130005004,787,400,55,0,0, , , ,340,55,344,0,60,528,52,259,0,52,.368707482993,735,464,.2125,119,560,.41,41,100,.0772471910112,55,712,.201785714286,113,560,560,57,0,0,0,.432020330368,.0698856416773,.0762388818297,0
 ,48,113,019800,2,481130198002,Block Group 2,G5030,S,510358,0,+32.8351108,-096.8068690,.197002254041,481130198002,14320,481130198002,860,830,0,11,0, , , ,830,0,0,0,0,508,178,352,75,253,.0290697674419,860,835,.036303630363,11,303,0,0,222,.193467336683,77,398,0,0,303,303,0,0,0,0,.96511627907,0,0,0
 ,48,113,001703,2,481130017032,Block Group 2,G5030,S,200028,0,+32.7956341,-096.7964833,.0772140655423,481130017032,12780,481130017032,1242,1036,88,0,0, , , ,1017,88,118,0,19,590,0,652,0,0,.441223832528,1242,694,.0658536585366,54,820,0,0,196,.0412805391744,49,1187,.0475609756098,39,820,820,0,0,0,0,.81884057971,.0708534621578,.0152979066023,0
 ,48,113,003901,2,481130039012,Block Group 2,G5030,S,643011,0,+32.7566320,-096.7468720,.248211505448,481130039012,12822,481130039012,1069,0,1069,0,0, , , ,0,1069,0,0,0,354,125,715,339,464,.103819784525,1021,915,.602209944751,218,362,.451476793249,107,237,.394029850746,132,335,.740331491713,268,362,362,0,0,0,0,0,1,0,0
 ,48,085,031704,3,480850317043,Block Group 3,G5030,S,267919,0,+32.9901174,-096.8414359,.10341854898,480850317043,12384,480850317043,753,346,178,35,0, , , ,250,178,290,0,96,400,107,353,99,206,.431129476584,726,413,.0775862068966,27,348,.309523809524,52,168,.0668016194332,33,494,.149425287356,52,348,348,49,0,0,0,.332005312085,.236387782205,.127490039841,0
 ,48,113,018503,2,481130185032,Block Group 2,G5030,S,239357,0,+32.9043204,-096.7192753,.0923930343894,481130185032,14130,481130185032,1618,504,1017,50,0, , , ,241,1017,285,0,263,714,160,904,172,332,.0859085290482,1618,1479,.19170984456,148,772,.351724137931,102,290,.0477247502775,43,901,.178756476684,138,772,772,34,0,0,0,.148949320148,.628553770087,.162546353523,0
 ,48,085,031711,1,480850317111,Block Group 1,G5030,S,565629,0,+33.0022108,-096.8407993,.218334553844,480850317111,12394,480850317111,1328,992,251,85,0, , , ,950,251,42,0,42,643,82,685,92,174,.126923076923,1300,1135,.0678733031674,45,663,.0747126436782,26,348,.0536842105263,51,950,0,0,663,663,0,7,0,0,.715361445783,.189006024096,.0316265060241,0
 ,48,085,031719,2,480850317192,Block Group 2,G5030,S,464162,0,+32.9940477,-096.7781131,.17916756247,480850317192,12417,480850317192,780,708,7,13,0, , , ,697,7,50,0,11,320,78,460,123,201,.141025641026,780,670,.018691588785,6,321,.0324324324324,6,185,0,0,483,.01246105919,4,321,321,0,0,0,0,.89358974359,.00897435897436,.0141025641026,0
 ,48,113,008000,4,481130080004,Block Group 4,G5030,S,2213015,2047039,+32.8374456,-096.7280615,1.64442005333,481130080004,13053,481130080004,861,861,0,0,0, , , ,704,0,157,0,157,425,97,436,127,224,0,861,861,0,0,298,.0541666666667,13,240,0,0,456,0,0,298,298,0,0,0,0,.817653890825,0,.182346109175,0
 ,48,113,001001,2,481130010012,Block Group 2,G5030,S,269623,0,+32.8221832,-096.7804084,.104077250797,481130010012,12739,481130010012,532,516,0,0,0, , , ,477,0,50,0,39,288,41,244,36,77,.211881188119,505,398,.0275590551181,7,254,0,0,130,0,0,345,.0275590551181,7,254,254,0,0,0,0,.896616541353,0,.0733082706767,0
 ,48,113,007821,2,481130078212,Block Group 2,G5030,S,92738,0,+32.8731223,-096.7567680,.0357972181191,481130078212,13010,481130078212,816,424,98,0,0, , , ,156,98,551,0,268,420,104,396,39,143,.179648241206,796,653,.229813664596,74,322,0,0,231,.17225950783,77,447,.257763975155,83,322,322,120,0,0,0,.191176470588,.120098039216,.328431372549,0
 ,48,085,031716,2,480850317162,Block Group 2,G5030,S,303592,0,+33.0035811,-096.8069173,.117187934294,480850317162,12411,480850317162,442,337,105,0,0, , , ,337,105,0,0,0,230,57,212,40,97,.0188235294118,425,417,0,0,185,0,0,138,.0839416058394,23,274,0,0,185,185,0,0,0,0,.762443438914,.237556561086,0,0
 ,48,113,006001,3,481130060013,Block Group 3,G5030,S,320382,0,+32.7110488,-096.8368994,.123672901336,481130060013,12900,481130060013,1021,788,172,0,0, , , ,9,172,840,0,779,487,114,534,263,377,.0421155729677,1021,978,.366666666667,88,240,.0960451977401,17,177,.0361111111111,13,360,.179166666667,43,240,240,22,0,0,0,.00881488736533,.168462291871,.762977473066,0
 ,48,113,018401,2,481130184012,Block Group 2,G5030,S,1568124,0,+32.8706058,-096.6592241,.605307446934,481130184012,14120,481130184012,2405,864,258,67,0, , , ,576,258,1334,0,288,1123,451,1282,604,1055,.258788648878,2361,1750,.280774550484,203,723,.366666666667,209,570,.130390143737,127,974,.247579529737,179,723,723,120,0,0,0,.239501039501,.107276507277,.119750519751,0
 ,48,113,018401,3,481130184013,Block Group 3,G5030,S,430686,0,+32.8679375,-096.6513793,.166248809562,481130184013,14121,481130184013,826,768,37,0,0, , , ,742,37,31,0,26,335,59,491,114,173,.00363196125908,826,823,.0408921933086,11,269,0,0,221,.0899182561308,33,367,.171003717472,46,269,269,0,0,0,0,.898305084746,.044794188862,.0314769975787,0
 ,48,113,018403,1,481130184031,Block Group 1,G5030,S,836037,0,+32.8611265,-096.6507495,.322717792433,481130184031,14125,481130184031,854,349,221,0,0, , , ,176,221,409,0,173,332,64,522,148,212,.364406779661,826,525,.0913461538462,38,416,.362694300518,70,193,.0746812386157,41,549,.0456730769231,19,416,416,45,0,0,0,.206088992974,.258782201405,.202576112412,0
 ,48,085,031621,3,480850316213,Block Group 3,G5030,S,1288997,0,+33.0196438,-096.7907521,.497557040721,480850316213,12258,480850316213,1484,765,135,517,0, , , ,693,135,106,0,72,646,58,838,90,148,.478201634877,1468,766,.0748218527316,63,842,.117478510029,41,349,.0173833485819,19,1093,0,0,842,842,0,58,0,0,.466981132075,.0909703504043,.0485175202156,0
 ,48,085,031621,4,480850316214,Block Group 4,G5030,S,1750094,398,+33.0133674,-096.7777311,.675697192493,480850316214,12259,480850316214,1628,1457,93,33,0, , , ,1374,93,111,0,83,779,154,849,200,354,.164392059553,1612,1347,.0898100172712,52,579,.0541176470588,23,425,.0380147835269,36,947,.0639032815199,37,579,579,0,0,0,0,.84398034398,.0571253071253,.0509828009828,0
 ,48,113,018130,2,481130181302,Block Group 2,G5030,S,2572624,0,+32.8348192,-096.6258583,.993055879411,481130181302,14070,481130181302,2942,1444,1162,84,0, , , ,846,1162,719,0,598,1183,387,1759,484,871,.1870604782,2844,2312,.149960536701,190,1267,.379265091864,289,762,.0850801479655,138,1622,.172059984215,218,1267,1267,61,0,0,0,.287559483345,.394969408566,.203263086336,0
 ,48,113,016407,1,481130164071,Block Group 1,G5030,S,781937,0,+32.7032959,-096.9902618,.30184117936,481130164071,13762,481130164071,3031,2164,168,0,0, , , ,866,168,1968,0,1298,1450,596,1581,612,1208,.0418668496911,2914,2792,.128787878788,102,792,.160116448326,110,687,.0914826498423,116,1268,.189393939394,150,792,792,157,0,0,0,.285714285714,.0554272517321,.428241504454,0
 ,48,113,016520,2,481130165202,Block Group 2,G5030,S,4191021,0,+32.6859799,-096.9114826,1.61781621365,481130165202,13820,481130165202,4174,1802,1679,172,0, , , ,488,1650,1826,29,1314,1908,832,2266,938,1770,.149411187439,4076,3467,.312958435208,384,1227,.338725985844,335,989,.134933333333,253,1875,.38956805216,478,1227,1227,264,19,0,0,.116914230954,.402252036416,.314805941543,0
 ,48,113,016002,2,481130160022,Block Group 2,G5030,S,952066,6596,+32.7335326,-097.0007488,.370058160255,481130160022,13739,481130160022,1663,1311,67,0,0, , , ,442,67,1133,0,869,852,265,811,268,533,.0817799158148,1663,1527,.260869565217,126,483,.212201591512,80,377,.171344165436,116,677,.231884057971,112,483,483,58,0,0,0,.265784726398,.040288634997,.52254960914,0
 ,48,113,016201,1,481130162011,Block Group 1,G5030,S,1237801,7857,+32.7243029,-096.9974987,.480842424342,481130162011,13742,481130162011,2439,1766,335,0,0, , , ,733,335,1262,0,1033,1235,469,1204,333,802,.219975237309,2423,1890,.16051364366,100,623,.0982986767486,52,529,.0904605263158,110,1216,.171749598716,107,623,623,51,0,0,0,.30053300533,.137351373514,.423534235342,0
 ,48,113,013105,1,481130131051,Block Group 1,G5030,S,224690,0,+32.8895215,-096.7729736,.0867318791711,481130131051,13391,481130131051,1583,895,356,12,0, , , ,686,356,518,0,209,754,83,829,94,177,.348704990524,1583,1031,.137113402062,133,970,.356060606061,94,264,.153179190751,159,1038,.10824742268,105,970,970,102,0,0,0,.433354390398,.224889450411,.132027795325,0
 ,48,113,016302,2,481130163022,Block Group 2,G5030,S,343879,0,+32.7155835,-096.9875725,.132743384424,481130163022,13753,481130163022,1294,1037,84,70,0, , , ,143,52,1024,32,894,655,247,639,258,505,.130602782071,1294,1125,.269480519481,83,308,.166666666667,42,252,.225978647687,127,562,.337662337662,104,308,308,47,0,0,0,.110510046368,.064914992272,.690880989181,0
 ,48,113,007820,1,481130078201,Block Group 1,G5030,S,286142,0,+32.8666688,-096.7465683,.11045303132,481130078201,13006,481130078201,2032,1123,819,47,0, , , ,307,819,816,0,816,1212,371,820,295,666,.236712598425,2032,1551,.329639889197,238,722,.240184757506,104,433,.0215053763441,18,837,.358725761773,259,722,722,41,0,0,0,.151082677165,.403051181102,.40157480315,0
 ,48,113,018503,1,481130185031,Block Group 1,G5030,S,294255,0,+32.9074887,-096.7261937,.113584123461,481130185031,14129,481130185031,1878,638,1206,34,0, , , ,267,1192,385,14,371,912,310,966,280,590,.413129598189,1767,1037,.407713498623,296,726,.301810865191,150,497,.114511352419,116,1013,.301652892562,219,726,726,52,0,0,0,.142172523962,.642172523962,.197550585729,0
 ,48,113,007818,2,481130078182,Block Group 2,G5030,S,87746,0,+32.8650828,-096.7516783,.0338700550709,481130078182,13001,481130078182,1924,1459,192,131,0, , , ,81,192,1413,0,1378,985,395,939,380,775,.0733896515312,1894,1755,.446102819237,269,603,.31090487239,134,431,.104417670683,78,747,.225538971808,136,603,603,200,0,0,0,.0420997920998,.0997920997921,.716216216216,0
 ,48,113,019212,3,481130192123,Block Group 3,G5030,S,83401,0,+32.9310433,-096.7601214,.0321930652669,481130192123,14293,481130192123,1344,84,53,0,0, , , ,42,53,1245,0,42,908,281,436,187,468,.694573643411,1290,394,.346241457859,152,439,.288659793814,56,194,.0822281167109,62,754,.300683371298,132,439,439,287,0,1,0,.03125,.0394345238095,.03125,0
 ,48,113,013010,3,481130130103,Block Group 3,G5030,S,196796,0,+32.8663508,-096.6811564,.0759641803889,481130130103,13380,481130130103,1273,926,241,21,0, , , ,239,241,732,0,687,724,235,549,109,344,.328711256117,1226,823,.239870340357,148,617,.282958199357,88,311,.0486725663717,33,678,.259319286872,160,617,617,205,9,0,0,.187745483111,.18931657502,.539670070699,0
 ,48,113,013615,3,481130136153,Block Group 3,G5030,S,186419,0,+32.9370971,-096.8118482,.0719586889142,481130136153,13429,481130136153,2446,751,606,31,0, , , ,401,606,1408,0,350,1185,518,1261,298,816,.645876935956,2389,846,.207792207792,208,1001,.552875695733,298,539,.0691780821918,101,1460,.112887112887,113,1001,1001,260,10,0,0,.163941128373,.247751430908,.143090760425,0
 ,48,113,007821,1,481130078211,Block Group 1,G5030,S,98215,0,+32.8723005,-096.7552918,.0379118589028,481130078211,13009,481130078211,1532,847,282,223,0, , , ,42,282,869,0,805,745,190,787,261,451,.102310231023,1515,1360,.161016949153,76,472,.131147540984,48,366,.222222222222,184,828,.396186440678,187,472,472,179,1,0,0,.0274151436031,.18407310705,.52545691906,0
 ,48,113,016409,1,481130164091,Block Group 1,G5030,S,4537869,0,+32.6817337,-096.9831827,1.75170784144,481130164091,13770,481130164091,1706,1073,358,108,0, , , ,573,358,667,0,500,739,118,967,215,333,.109613130129,1706,1519,.0803738317757,43,535,0,0,431,.05359056806,50,933,.117757009346,63,535,535,80,0,0,0,.335873388042,.209847596717,.293083235639,0
 ,48,113,016521,2,481130165212,Block Group 2,G5030,S,14001454,1130006,+32.6950738,-096.9561685,5.84103562526,481130165212,13823,481130165212,1528,1287,100,100,0, , , ,1118,100,197,0,169,505,42,1023,26,68,.371727748691,1528,960,.120689655172,28,232,.169491525424,20,118,.0356394129979,34,954,.0129310344828,3,232,232,0,0,0,0,.73167539267,.065445026178,.110602094241,0
 ,48,113,016605,1,481130166051,Block Group 1,G5030,S,1586997,657,+32.6367606,-096.8320258,.612872064236,481130166051,13830,481130166051,2397,1987,392,0,0, , , ,175,392,1830,0,1812,1192,433,1205,412,845,.100542344597,2397,2156,.43897996357,241,549,.223234624146,98,439,.11091234347,124,1118,.24043715847,132,549,549,178,0,0,0,.0730079265749,.163537755528,.755944931164,0
 ,48,113,007823,3,481130078233,Block Group 3,G5030,S,174675,0,+32.8866880,-096.7637468,.0674252677352,481130078233,13016,481130078233,204,165,34,0,0, , , ,154,34,16,0,11,57,0,147,0,0,.161764705882,204,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.754901960784,.166666666667,.0539215686275,0
 ,48,113,001503,1,481130015031,Block Group 1,G5030,S,189421,0,+32.8066361,-096.7729826,.0731181273052,481130015031,12769,481130015031,1628,1027,97,0,0, , , ,196,97,1324,0,831,909,224,719,221,445,.311688311688,1540,1060,.578231292517,340,588,.130612244898,32,245,.115201900238,97,842,.335034013605,197,588,588,178,0,0,0,.120393120393,.0595823095823,.510442260442,0
 ,48,113,019040,2,481130190402,Block Group 2,G5030,S,338178,1149,+32.9335248,-096.7217950,.130982678203,481130190402,14242,481130190402,2114,629,348,881,0, , , ,529,348,356,0,100,1032,211,1082,324,535,.287664553876,2051,1461,.110993657505,105,946,.0892857142857,55,616,.0412805391744,49,1187,.0581395348837,55,946,946,0,70,0,0,.250236518448,.164616840114,.0473036896878,0
